"team_year_id","year","team","sp_rating","conference","offense_ranking","offense_rating","defense_ranking","defense_rating","expected_wins","total_games","total_wins","total_losses","talent_rating","recruiting_rank","recruiting_points"
"2022Maryland",2022,"Maryland",11.2,"Big Ten",39,33.8,45,24.2,7.8,13,8,5,680.22,31,213.62
"2022South Alabama",2022,"South Alabama",10.8,"Sun Belt",66,26.8,22,17.4,10.3,13,10,3,466.34,104,119.39
"2022Florida",2022,"Florida",10.4,"SEC",15,39.6,78,29.5,6.3,13,6,7,856.95,17,232.99
"2022Notre Dame",2022,"Notre Dame",10.3,"FBS Independents",56,30.5,36,21.4,8.7,13,9,4,866.48,7,275.44
"2022UCF",2022,"UCF",10.3,"American Athletic",55,31.1,32,20.3,8.6,14,9,5,636.16,53,186.37
"2022Washington State",2022,"Washington State",9.5,"Pac-12",78,25.1,19,16.7,5.5,13,7,6,570.94,60,175.48
"2022Texas A&M",2022,"Texas A&M",9.1,"SEC",75,25.4,18,16.6,4.7,12,5,7,947.3,1,333.13
"2022Louisville",2022,"Louisville",9,"ACC",65,27,28,19.1,8.3,13,8,5,625.42,51,187.58
"2022Pittsburgh",2022,"Pittsburgh",8.6,"ACC",43,32.8,49,24.7,9.3,13,9,4,654.56,76,153.09
"2022Texas Tech",2022,"Texas Tech",8.5,"Big 12",18,38.5,87,30.5,6.4,13,8,5,660.31,43,197.4
"2022Wisconsin",2022,"Wisconsin",8.3,"Big Ten",68,25.7,20,17.1,8.8,13,7,6,744.44,44,194.42
"2022Wake Forest",2022,"Wake Forest",8.2,"ACC",6,43.3,105,35.2,8.4,13,8,5,575.42,71,164.19
"2022Missouri",2022,"Missouri",8.1,"SEC",67,26,25,18.3,6.5,13,6,7,715.36,15,236.92
"2022Troy",2022,"Troy",8.1,"Sun Belt",107,17.7,8,11.2,9.6,14,12,2,464.3,130,65.19
"2022North Carolina",2022,"North Carolina",7.8,"ACC",11,41.7,103,35,7.1,14,9,5,812.94,11,258.5
"2022Purdue",2022,"Purdue",7.7,"Big Ten",49,31.6,39,22.4,6.5,14,8,6,646.08,38,206.4
"2022UTSA",2022,"UTSA",7.2,"Conference USA",16,39.3,93,32.6,9.8,14,11,3,515.76,73,162.04
"2022Memphis",2022,"Memphis",6.8,"American Athletic",27,37,89,31.8,7.6,13,7,6,533.26,58,176.39
"2022NC State",2022,"NC State",6.8,"ACC",99,20.4,13,15.3,6.9,13,8,5,686.19,64,171.26
"2022Boise State",2022,"Boise State",5.7,"Mountain West",83,24.1,26,18.5,10.5,14,10,4,533.92,62,174.52
"2022Iowa State",2022,"Iowa State",5.3,"Big 12",107,17.7,7,10.6,4.7,12,4,8,590.43,39,205.08
"2022Auburn",2022,"Auburn",5.1,"SEC",46,32.6,68,27.9,6.7,12,5,7,783.87,21,229.35
"2022Duke",2022,"Duke",5,"ACC",61,29.4,49,24.7,8.4,13,9,4,603.98,52,186.78
"2022SMU",2022,"SMU",4.7,"American Athletic",10,42,115,38.1,6.5,13,7,6,598.49,82,146.38
"2022Houston",2022,"Houston",4.5,"American Athletic",9,42.5,112,37.7,8,13,8,5,629.12,50,187.64
"2022Air Force",2022,"Air Force",3.9,"Mountain West",114,16.3,10,12.3,10.9,13,10,3,0,114,110.12
"2022Fresno State",2022,"Fresno State",3.3,"Mountain West",64,27.1,46,24.4,8.4,14,10,4,502.26,72,163.46
"2022Marshall",2022,"Marshall",3,"Sun Belt",121,15.7,9,11.4,10.4,13,9,4,455.3,57,176.47
"2022Kansas",2022,"Kansas",2.9,"Big 12",14,40.6,108,36,6.9,13,6,7,574.29,116,106.28
"2022Syracuse",2022,"Syracuse",2.5,"ACC",63,27.4,49,24.7,6.2,13,7,6,590.36,68,166.16
"2022West Virginia",2022,"West Virginia",2.4,"Big 12",30,36.3,101,34.5,5.3,12,5,7,662.57,35,209.05
"2022Louisiana",2022,"Louisiana",2,"Sun Belt",95,21.7,32,20.3,5.7,13,6,7,458.15,111,115.71
"2022Western Kentucky",2022,"Western Kentucky",1.7,"Conference USA",52,31.3,83,30.1,8.6,14,9,5,495.64,94,129.6
"2022App State",2022,"App State",1.7,"Sun Belt",42,32.9,82,29.8,7.1,12,6,6,456.66,83,144.67
"2022Michigan State",2022,"Michigan State",1.2,"Big Ten",48,31.9,81,29.7,3.9,12,5,7,693.91,24,221.83
"2022East Carolina",2022,"East Carolina",1.1,"American Athletic",51,31.5,74,28.7,8,13,8,5,494.82,85,143.29
"2022Nebraska",2022,"Nebraska",-1.2,"Big Ten",74,25.5,58,25.6,5,12,4,8,752.12,41,198.64
"2022BYU",2022,"BYU",-1.4,"FBS Independents",35,34.3,102,34.8,6.6,13,8,5,415.19,55,181.5
"2022Army",2022,"Army",-1.5,"FBS Independents",80,24.6,54,25.3,7.1,12,6,6,17.27,157,18.34
"2022North Texas",2022,"North Texas",-1.5,"Conference USA",52,31.3,98,34.1,6.5,14,7,7,504.97,118,102.95
"2022Miami",2022,"Miami",-2.7,"ACC",81,24.4,75,28.9,4.9,12,5,7,854.72,16,235.03
"2022California",2022,"California",-3,"Pac-12",91,23.2,59,25.9,3.7,12,4,8,653.31,59,175.53
"2022Arizona",2022,"Arizona",-3.2,"Pac-12",22,37.6,126,41.1,4,12,5,7,652.06,22,224.38
"2022Georgia State",2022,"Georgia State",-3.3,"Sun Belt",40,33.7,116,38.3,6.6,12,4,8,471.84,101,124.06
"2022Southern Miss",2022,"Southern Miss",-3.5,"Sun Belt",105,18.3,42,22.9,6.9,13,7,6,478.97,79,152.38
"2022Toledo",2022,"Toledo",-3.7,"Mid-American",68,25.7,68,27.9,10.1,14,9,5,498.98,92,134.89
"2022Arizona State",2022,"Arizona State",-4.1,"Pac-12",56,30.5,107,35.7,5.4,12,3,9,670.18,103,120.17
"2022San José State",2022,"San José State",-4.3,"Mountain West",101,19.1,37,21.6,5.5,12,7,5,417.95,75,157.03
"2022San Diego State",2022,"San Diego State",-4.4,"Mountain West",122,15.1,35,21.1,7.6,13,7,6,372.29,65,168.39
"2022Ohio",2022,"Ohio",-4.6,"Mid-American",49,31.6,105,35.2,7.4,14,10,4,365.74,132,53.67
"2022Vanderbilt",2022,"Vanderbilt",-4.7,"SEC",58,29.9,96,33.4,4.8,12,5,7,629.76,32,212.11
"2022Tulsa",2022,"Tulsa",-6.1,"American Athletic",44,32.7,117,38.5,5,12,5,7,485.87,112,113.34
"2022Georgia Southern",2022,"Georgia Southern",-6.4,"Sun Belt",35,34.3,124,40.3,4.3,13,6,7,414.14,110,115.78
"2022Middle Tennessee",2022,"Middle Tennessee",-6.9,"Conference USA",71,25.6,95,33.3,7,13,8,5,425.43,120,102.04
"2022Florida Atlantic",2022,"Florida Atlantic",-7.1,"Conference USA",81,24.4,86,30.4,7,12,5,7,550.51,124,94.73
"2022Indiana",2022,"Indiana",-7.1,"Big Ten",58,29.9,110,36.6,1.7,12,4,8,680.74,26,219.8
"2022Eastern Michigan",2022,"Eastern Michigan",-7.1,"Mid-American",85,24,92,32.4,8.3,13,9,4,404.1,128,77.97
"2022Stanford",2022,"Stanford",-7.2,"Pac-12",71,25.6,100,34.2,2.9,12,3,9,757.81,19,229.74
"2022Navy",2022,"Navy",-7.2,"American Athletic",106,18.2,46,24.4,8.6,12,4,8,0,138,41.48
"2022Virginia",2022,"Virginia",-9,"ACC",116,16.2,46,24.4,4.1,10,3,7,625.94,66,166.85
"2022Rutgers",2022,"Rutgers",-9.1,"Big Ten",113,16.4,52,25.2,4.9,12,4,8,631.47,33,210.07
"2022Buffalo",2022,"Buffalo",-9.2,"Mid-American",79,25,103,35,7.2,13,7,6,370.96,81,147.86
"2022Virginia Tech",2022,"Virginia Tech",-9.5,"ACC",125,13.5,41,22.8,5,11,3,8,640.85,36,208.77
"2022UTEP",2022,"UTEP",-10.7,"Conference USA",96,20.8,94,32.7,4.5,12,5,7,289.39,129,77.74
"2022Wyoming",2022,"Wyoming",-10.8,"Mountain West",123,14.9,62,26.2,6,13,7,6,292.03,93,133.87
"2022Texas State",2022,"Texas State",-11.5,"Sun Belt",109,17.4,78,29.5,4.4,12,4,8,464.66,133,51.34
"2022Georgia Tech",2022,"Georgia Tech",-11.8,"ACC",103,18.8,78,29.5,3.7,12,5,7,715.48,54,184.81
"2022UNLV",2022,"UNLV",-11.9,"Mountain West",96,20.8,98,34.1,5.6,12,5,7,368.29,102,121.78
"2022Miami (OH)",2022,"Miami (OH)",-12.7,"Mid-American",128,8.6,38,22.1,4.8,13,6,7,397.26,77,152.97
"2022Temple",2022,"Temple",-12.9,"American Athletic",114,16.3,72,28.6,4.4,12,3,9,505.48,95,129.57
"2022Old Dominion",2022,"Old Dominion",-13,"Sun Belt",111,16.9,77,29.3,1.5,12,3,9,438.06,106,118.85
"2022Arkansas State",2022,"Arkansas State",-13,"Sun Belt",89,23.7,117,38.5,4,12,3,9,471.65,67,166.63
"2022Kent State",2022,"Kent State",-13.1,"Mid-American",71,25.6,114,37.9,4.2,12,5,7,386.94,90,136.64
"2022Utah State",2022,"Utah State",-13.3,"Mountain West",75,25.4,117,38.5,5.6,13,6,7,371.37,80,152.31
"2022Northwestern",2022,"Northwestern",-13.4,"Big Ten",110,17,72,28.6,3.5,12,1,11,653.48,48,191.62
"2022Central Michigan",2022,"Central Michigan",-14,"Mid-American",102,19,91,32.2,5.3,12,4,8,384.48,84,144.51
"2022UConn",2022,"UConn",-14.6,"FBS Independents",124,14.2,68,27.9,6.3,13,6,7,239.17,113,112.35
"2022Ball State",2022,"Ball State",-14.9,"Mid-American",117,16,83,30.1,4.6,12,5,7,345.29,97,127.25
"2022Boston College",2022,"Boston College",-14.9,"ACC",99,20.4,97,33.8,3.1,12,3,9,664.63,40,202.55
"2022Rice",2022,"Rice",-15.2,"Conference USA",94,23.1,111,36.9,5.2,13,5,8,441.93,119,102.87
"2022New Mexico State",2022,"New Mexico State",-15.4,"FBS Independents",126,12,60,26,7.3,13,7,6,189.37,108,117
"2022UL Monroe",2022,"UL Monroe",-15.7,"Sun Belt",91,23.2,121,39,2.9,12,4,8,348.53,134,49.36
"2022Charlotte",2022,"Charlotte",-16.4,"Conference USA",85,24,122,39.2,2.4,12,3,9,487.24,107,117.06
"2022South Florida",2022,"South Florida",-17,"American Athletic",38,34.1,131,50.3,3.4,12,1,11,574.32,91,136.48
"2022Western Michigan",2022,"Western Michigan",-17.3,"Mid-American",127,11.2,67,27.3,4.3,12,5,7,449.89,105,119.04
"2022Louisiana Tech",2022,"Louisiana Tech",-17.8,"Conference USA",60,29.6,130,47,3.8,12,3,9,473.76,88,140.27
"2022Bowling Green",2022,"Bowling Green",-18.1,"Mid-American",88,23.8,125,40.6,4.9,13,6,7,415.08,109,115.82
"2022Northern Illinois",2022,"Northern Illinois",-18.8,"Mid-American",77,25.3,128,43.1,5.7,12,3,9,409.86,87,142.15
"2022Colorado",2022,"Colorado",-20.4,"Pac-12",85,24,129,45,1,12,1,11,616.28,47,192.38
"2022Colorado State",2022,"Colorado State",-22.2,"Mountain West",129,7.8,76,29,4,12,3,9,431.38,78,152.84
"2022Nevada",2022,"Nevada",-22.4,"Mountain West",119,15.9,113,37.8,3,12,2,10,416.44,115,108.19
"2022Akron",2022,"Akron",-23.4,"Mid-American",112,16.7,117,38.5,2,12,2,10,456.15,127,81.7
"2022Hawai'i",2022,"Hawai'i",-24.7,"Mountain West",120,15.8,123,39.4,2.9,13,3,10,419.54,126,84.97
"2022Florida International",2022,"Florida International",-25.5,"Conference USA",104,18.4,127,42.3,2.5,12,4,8,459.71,99,124.38
"2022New Mexico",2022,"New Mexico",-26.9,"Mountain West",131,6,90,31.9,2.4,12,2,10,312.79,100,124.26
"2022Massachusetts",2022,"Massachusetts",-30.3,"FBS Independents",130,7.5,109,36.4,1.7,12,1,11,292.14,117,105.95
"2023Michigan",2023,"Michigan",31.3,"Big Ten",12,36.6,1,7.2,14.1,15,15,0,850.43,17,245.13
"2023Georgia",2023,"Georgia",31.2,"SEC",4,41.5,5,12.2,12.6,14,13,1,977.87,2,315.68
"2023Oregon",2023,"Oregon",26.2,"Pac-12",1,45,16,18.2,12.7,14,12,2,874.74,9,278.44
"2023Ohio State",2023,"Ohio State",25.2,"Big Ten",34,31.5,2,7.8,10.1,13,11,2,974.79,5,288.98
"2023Penn State",2023,"Penn State",23.5,"Big Ten",29,32.7,4,10.5,9.1,13,10,3,858.06,14,270.1
"2023Texas",2023,"Texas",23.2,"Big 12",6,39.3,12,17.7,11.3,14,12,2,913.24,3,306.31
"2023Alabama",2023,"Alabama",23.1,"SEC",11,36.8,8,15.6,11.3,14,12,2,1015.43,1,328
"2023Notre Dame",2023,"Notre Dame",20.1,"FBS Independents",14,36.3,10,16.7,10.6,13,10,3,870.7,12,272.74
"2023Florida State",2023,"Florida State",19.4,"ACC",22,34.1,9,16.5,10.5,14,13,1,765.33,19,237.15
"2023Missouri",2023,"Missouri",19.3,"SEC",13,36.5,14,18,10.4,13,11,2,755.4,34,211.13
"2023LSU",2023,"LSU",19.1,"SEC",2,44.6,52,25,8.9,13,10,3,899.31,6,288.7
"2023Ole Miss",2023,"Ole Miss",18.4,"SEC",14,36.3,22,19.2,9.4,13,11,2,756.04,23,227.96
"2023Washington",2023,"Washington",16.4,"Pac-12",5,40.3,49,24.7,10.6,15,14,1,751.12,26,223.92
"2023Tennessee",2023,"Tennessee",16.2,"SEC",18,34.9,22,19.2,8.8,13,9,4,821.07,10,277
"2023Kansas State",2023,"Kansas State",16.2,"Big 12",7,38.9,33,21.8,7.6,13,9,4,616,33,212.31
"2023Texas A&M",2023,"Texas A&M",15.6,"SEC",20,34.5,20,18.8,8.4,13,7,6,925.92,15,268.85
"2023Oklahoma",2023,"Oklahoma",15,"Big 12",8,38.5,38,22.6,10.9,13,10,3,884.97,4,289.03
"2023Arizona",2023,"Arizona",14.1,"Pac-12",9,37.3,40,23.1,8.7,13,10,3,687.01,40,204.72
"2023Oregon State",2023,"Oregon State",12.6,"Pac-12",26,33.2,35,22.3,9.3,13,8,5,653.16,49,198.88
"2023Maryland",2023,"Maryland",11,"Big Ten",56,28.3,11,17.6,8.7,13,8,5,685.75,36,206.46
"2023Clemson",2023,"Clemson",10.5,"ACC",51,29.3,21,19,8.8,13,9,4,917.88,11,273.39
"2023Kentucky",2023,"Kentucky",10.5,"SEC",33,31.6,34,22.2,6.9,13,7,6,740.54,32,212.42
"2023SMU",2023,"SMU",10.1,"American Athletic",22,34.1,39,23,10.7,14,11,3,714.21,72,171.15
"2023Kansas",2023,"Kansas",9.9,"Big 12",17,35.6,61,26.1,10.7,13,9,4,632.68,73,169.88
"2023Troy",2023,"Troy",9.8,"Sun Belt",41,30.7,27,20.1,10.1,14,11,3,454.06,94,147.8
"2023UCLA",2023,"UCLA",9.7,"Pac-12",47,29.6,17,18.4,8.6,13,8,5,752.6,37,206.15
"2023Miami",2023,"Miami",9.6,"ACC",41,30.7,40,23.1,8.4,13,7,6,860.27,7,284.64
"2023Duke",2023,"Duke",9.4,"ACC",63,27.3,25,19.5,6.9,13,8,5,620.9,56,191.8
"2023Wisconsin",2023,"Wisconsin",9.4,"Big Ten",86,22.2,7,14.1,6.4,13,7,6,741.63,58,188.21
"2023USC",2023,"USC",9.4,"Pac-12",3,43.3,105,32.8,6.3,13,8,5,896.41,8,280.44
"2023Utah",2023,"Utah",8.5,"Pac-12",65,26.7,24,19.4,8.7,13,8,5,722.55,20,236.08
"2023Louisville",2023,"Louisville",8,"ACC",46,30.1,35,22.3,9.7,14,10,4,744.16,31,217.99
"2023TCU",2023,"TCU",7.9,"Big 12",24,33.5,54,25.3,6.2,12,5,7,768.25,21,235.07
"2023Auburn",2023,"Auburn",7.6,"SEC",67,26.4,27,20.1,6.4,13,6,7,770.94,18,242.9
"2023West Virginia",2023,"West Virginia",7.5,"Big 12",34,31.5,48,24.6,8.8,13,9,4,666.23,48,199.09
"2023Iowa State",2023,"Iowa State",7.5,"Big 12",67,26.4,27,20.1,8,13,7,6,638.87,42,204.14
"2023North Carolina",2023,"North Carolina",7.4,"ACC",21,34.4,78,27.8,6.9,13,8,5,805.63,30,219.35
"2023NC State",2023,"NC State",7.4,"ACC",73,25.5,26,19.7,8.4,13,9,4,700.85,43,204.08
"2023Florida",2023,"Florida",6.8,"SEC",38,31.1,58,26,5.9,12,5,7,845.29,13,271.43
"2023Oklahoma State",2023,"Oklahoma State",6.7,"Big 12",28,32.8,69,27.1,5.8,14,10,4,649.79,54,193.19
"2023Texas Tech",2023,"Texas Tech",6.1,"Big 12",47,29.6,49,24.7,6,13,7,6,694.26,28,222.02
"2023Air Force",2023,"Air Force",5.9,"Mountain West",71,25.6,30,20.9,10.7,13,9,4,0,104,130.58
"2023Boise State",2023,"Boise State",5.9,"Mountain West",29,32.7,82,28.2,9.1,14,8,6,579.88,67,179.7
"2023Iowa",2023,"Iowa",5.8,"Big Ten",129,13.8,3,9.3,7.8,14,10,4,692.62,41,204.36
"2023Virginia Tech",2023,"Virginia Tech",5.8,"ACC",62,27.5,42,23.3,7.1,13,7,6,638.89,39,205.58
"2023UTSA",2023,"UTSA",5.4,"American Athletic",36,31.3,74,27.3,9.1,13,9,4,574.52,59,187.6
"2023South Alabama",2023,"South Alabama",5.1,"Sun Belt",43,30.6,58,26,7.8,13,7,6,545.68,90,154.95
"2023Washington State",2023,"Washington State",4.9,"Pac-12",39,31,75,27.4,5.6,12,5,7,573.28,63,184.96
"2023South Carolina",2023,"South Carolina",4.3,"SEC",58,28.2,55,25.6,5.6,12,5,7,763.02,16,256.14
"2023App State",2023,"App State",3.8,"Sun Belt",24,33.5,95,30.7,9.7,14,9,5,517.56,80,161.99
"2023Toledo",2023,"Toledo",3.7,"Mid-American",73,25.5,32,21.7,10.7,14,11,3,497.64,102,131.66
"2023Memphis",2023,"Memphis",3.5,"American Athletic",10,37.1,110,33.8,7.8,13,10,3,626.86,60,186.18
"2023Arkansas",2023,"Arkansas",3.5,"SEC",56,28.3,66,26.6,5.5,12,4,8,730.93,22,228.3
"2023Rutgers",2023,"Rutgers",3.5,"Big Ten",97,21,19,18.7,6.3,13,7,6,636.35,57,190.36
"2023UCF",2023,"UCF",3.4,"Big 12",45,30.3,53,25.2,9.3,13,6,7,653.97,50,196.98
"2023Tulane",2023,"Tulane",2.8,"American Athletic",66,26.5,47,24.4,9.9,14,11,3,537.7,71,172.87
"2023Miami (OH)",2023,"Miami (OH)",2.8,"Mid-American",111,18.5,12,17.7,9,14,11,3,408.16,105,129.81
"2023Fresno State",2023,"Fresno State",2.5,"Mountain West",52,28.9,79,27.9,6.2,13,9,4,555.3,83,161
"2023UNLV",2023,"UNLV",1.4,"Mountain West",32,32.1,104,32.7,8.4,14,9,5,354.46,136,55.31
"2023Mississippi State",2023,"Mississippi State",0.5,"SEC",77,24.7,51,24.9,4.8,12,5,7,746.29,27,222.92
"2023Minnesota",2023,"Minnesota",0.4,"Big Ten",103,20,31,21.1,6.3,13,6,7,640.46,45,201.22
"2023Louisiana",2023,"Louisiana",0.4,"Sun Belt",31,32.4,107,33.1,6.6,13,6,7,475.45,89,155.69
"2023Nebraska",2023,"Nebraska",0.3,"Big Ten",123,15.6,6,13.9,8.1,12,5,7,765.2,25,224.12
"2023Georgia Tech",2023,"Georgia Tech",0.3,"ACC",50,29.4,86,29.1,5.7,13,7,6,710.85,62,185.2
"2023California",2023,"California",-0.1,"Pac-12",43,30.6,84,28.7,6.4,13,6,7,681.14,79,162.74
"2023Northwestern",2023,"Northwestern",-1.3,"Big Ten",111,18.5,18,18.5,4.9,13,8,5,657.88,47,200.11
"2023Ohio",2023,"Ohio",-1.6,"Mid-American",111,18.5,15,18.1,9.2,13,10,3,342.6,97,140.79
"2023Texas State",2023,"Texas State",-1.6,"Sun Belt",37,31.2,110,33.8,8.5,13,8,5,484.79,98,139.15
"2023New Mexico State",2023,"New Mexico State",-1.8,"Conference USA",83,23.3,56,25.8,10.3,15,10,5,378.99,113,116.57
"2023Western Kentucky",2023,"Western Kentucky",-2,"Conference USA",53,28.7,91,30.1,6.2,13,8,5,491.26,134,58.4
"2023Illinois",2023,"Illinois",-2.5,"Big Ten",92,21.6,45,24.1,5.8,12,5,7,630.95,38,205.64
"2023BYU",2023,"BYU",-3.3,"Big 12",75,25.3,94,30.3,3.6,12,5,7,576.25,66,179.88
"2023San José State",2023,"San José State",-3.4,"Mountain West",60,28.1,87,29.5,7.1,13,7,6,513.83,112,118.01
"2023Wyoming",2023,"Wyoming",-3.6,"Mountain West",81,23.5,61,26.1,7.3,13,9,4,338.5,110,120.69
"2023Army",2023,"Army",-4,"FBS Independents",114,18.4,37,22.5,6.6,12,6,6,0,118,110.02
"2023Syracuse",2023,"Syracuse",-4.4,"ACC",86,22.2,61,26.1,6.1,13,6,7,610.75,88,156.73
"2023Colorado",2023,"Colorado",-4.9,"Pac-12",47,29.6,113,34.4,3.3,12,4,8,711.87,29,219.75
"2023Georgia Southern",2023,"Georgia Southern",-5.2,"Sun Belt",40,30.8,126,36.5,4.9,13,6,7,416.69,101,131.86
"2023Boston College",2023,"Boston College",-5.9,"ACC",86,22.2,77,27.6,6,13,7,6,650.23,61,185.3
"2023Arkansas State",2023,"Arkansas State",-6.3,"Sun Belt",70,25.8,105,32.8,5.6,13,6,7,487.4,74,168.05
"2023South Florida",2023,"South Florida",-6.6,"American Athletic",55,28.4,116,34.5,6.8,13,7,6,622.89,76,165.19
"2023North Texas",2023,"North Texas",-6.7,"American Athletic",27,32.9,133,41.3,3.8,12,5,7,474.38,99,137.98
"2023Cincinnati",2023,"Cincinnati",-6.8,"Big 12",96,21.3,83,28.3,5,12,3,9,663.68,75,167.89
"2023Michigan State",2023,"Michigan State",-6.8,"Big Ten",122,15.7,44,24,4.3,12,4,8,747.34,24,224.87
"2023Georgia State",2023,"Georgia State",-6.8,"Sun Belt",58,28.2,109,33.3,7.4,13,7,6,499.67,116,111.43
"2023Pittsburgh",2023,"Pittsburgh",-7.3,"ACC",108,19.3,58,26,4.3,12,3,9,700.42,51,196.32
"2023Purdue",2023,"Purdue",-7.3,"Big Ten",91,21.8,69,27.1,5.2,12,4,8,671.1,68,179.36
"2023Indiana",2023,"Indiana",-7.4,"Big Ten",105,19.6,71,27.2,4.2,12,3,9,677.57,69,177.6
"2023Northern Illinois",2023,"Northern Illinois",-7.5,"Mid-American",115,18.3,46,24.2,7.9,13,7,6,352.36,103,131.18
"2023Houston",2023,"Houston",-7.8,"Big 12",71,25.6,102,32.2,2.8,12,4,8,670.25,55,191.97
"2023Bowling Green",2023,"Bowling Green",-7.8,"Mid-American",93,21.5,75,27.4,6.8,13,7,6,397.62,119,103.84
"2023Wake Forest",2023,"Wake Forest",-7.9,"ACC",101,20.2,68,26.9,4.2,12,4,8,603.68,53,193.23
"2023Baylor",2023,"Baylor",-8.3,"Big 12",78,24.5,103,32.6,2.4,12,3,9,678,35,210.79
"2023Colorado State",2023,"Colorado State",-8.9,"Mountain West",90,21.9,100,32,4.6,12,5,7,413.96,70,176.09
"2023Marshall",2023,"Marshall",-9,"Sun Belt",79,24.4,98,31.5,6.2,13,6,7,478.59,125,77.8
"2023Florida Atlantic",2023,"Florida Atlantic",-9.4,"American Athletic",104,19.8,79,27.9,3.9,12,4,8,582.59,82,161.44
"2023Middle Tennessee",2023,"Middle Tennessee",-9.5,"Conference USA",93,21.5,90,30,4.6,12,4,8,487.98,120,100.8
"2023Old Dominion",2023,"Old Dominion",-10.1,"Sun Belt",84,23.1,97,31.3,5.4,13,6,7,343.17,122,95.13
"2023Rice",2023,"Rice",-10.2,"American Athletic",69,26,113,34.4,5.3,13,6,7,466.78,86,159.14
"2023San Diego State",2023,"San Diego State",-10.3,"Mountain West",106,19.4,93,30.2,5.6,12,4,8,440.15,78,163.05
"2023Virginia",2023,"Virginia",-10.8,"ACC",97,21,99,31.7,5.3,12,3,9,622.7,64,180.69
"2023Utah State",2023,"Utah State",-10.9,"Mountain West",54,28.6,131,38.6,6.3,13,6,7,435.99,100,133.96
"2023Arizona State",2023,"Arizona State",-11.3,"Pac-12",101,20.2,89,29.9,3.6,12,3,9,681.32,44,201.23
"2023Stanford",2023,"Stanford",-11.9,"Pac-12",95,21.4,116,34.5,2.6,12,3,9,710.28,46,200.94
"2023Eastern Michigan",2023,"Eastern Michigan",-12.3,"Mid-American",130,13,67,26.8,4.5,13,6,7,377.07,87,158.7
"2023Vanderbilt",2023,"Vanderbilt",-12.7,"SEC",80,23.6,124,36.3,1.3,12,2,10,639.88,52,195.39
"2023East Carolina",2023,"East Carolina",-12.8,"American Athletic",124,15.4,81,28.1,3.5,12,2,10,563.94,65,180.54
"2023Louisiana Tech",2023,"Louisiana Tech",-12.9,"Conference USA",89,22.1,122,36,4.2,12,3,9,433.72,77,163.34
"2023Navy",2023,"Navy",-13.7,"American Athletic",126,15,71,27.2,5.8,12,5,7,0,131,67.03
"2023Tulsa",2023,"Tulsa",-13.7,"American Athletic",99,20.9,118,34.7,5.4,12,4,8,520.23,115,113.39
"2023Southern Miss",2023,"Southern Miss",-14.4,"Sun Belt",81,23.5,125,36.4,4.1,12,3,9,425.21,81,161.48
"2023Ball State",2023,"Ball State",-14.9,"Mid-American",131,12.6,64,26.3,5.7,12,4,8,403.54,108,126.78
"2023Buffalo",2023,"Buffalo",-15.2,"Mid-American",125,15.3,87,29.5,3.6,12,3,9,296.09,84,160.65
"2023UConn",2023,"UConn",-15.6,"FBS Independents",117,17,96,31,3.6,12,3,9,484.94,124,80.21
"2023Western Michigan",2023,"Western Michigan",-15.9,"Mid-American",109,19.1,108,33.2,4.5,12,4,8,401.82,106,129.14
"2023UTEP",2023,"UTEP",-16.2,"Conference USA",118,16.9,100,32,4.7,12,3,9,379.64,121,100.59
"2023Hawai'i",2023,"Hawai'i",-16.4,"Mountain West",106,19.4,121,35.7,4,13,5,8,407.77,117,111.34
"2023New Mexico",2023,"New Mexico",-16.5,"Mountain West",85,22.5,128,37.2,4.3,12,4,8,375.35,128,72.37
"2023Massachusetts",2023,"Massachusetts",-17.5,"FBS Independents",100,20.8,123,36.2,4.2,12,3,9,565.65,127,72.64
"2023Central Michigan",2023,"Central Michigan",-19.1,"Mid-American",119,16.8,112,34,3.8,12,5,7,332.64,91,153.75
"2023Temple",2023,"Temple",-21,"American Athletic",110,18.6,130,37.8,2.8,12,3,9,554.47,85,160.16
"2023Florida International",2023,"Florida International",-21.2,"Conference USA",120,16,120,35.6,3.2,12,4,8,487.5,95,147.71
"2023Charlotte",2023,"Charlotte",-21.4,"American Athletic",127,14.8,113,34.4,3.2,12,3,9,554.96,129,69.14
"2023UL Monroe",2023,"UL Monroe",-21.6,"Sun Belt",116,17.6,129,37.5,1.3,12,2,10,336.22,126,73.66
"2023Akron",2023,"Akron",-21.6,"Mid-American",132,10.5,91,30.1,3.8,12,2,10,445.02,109,121.18
"2023Nevada",2023,"Nevada",-22,"Mountain West",128,14.6,127,37,2.5,12,2,10,470.32,107,126.82
"2023Kent State",2023,"Kent State",-26.3,"Mid-American",133,8.2,119,34.8,2.1,12,1,11,373.33,123,81.64
